data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor,case_company,order_id,order_date,shipment_date,expected_delivery_timestamp,delivery_date,delivery_status,delayed_flag,delay_minutes,product_category,seller_id,customer_city,customer_state,order_value_inr,freight_value_inr,transport_mode,carrier,route_id,hub_id,vehicle_type,vehicle_capacity_kg,shipment_weight_kg,load_utilization_pct,number_of_stops,planned_transit_time_hours,actual_transit_time_hours,time_deviation_minutes,time_deviation_pct,distance_deviation_pct,route_efficiency_pct,weekend_flag,holiday_flag,peak_season_flag,traffic_level,weather_condition,hub_workload_pct,dispatch_delay_minutes,processing_time_minutes,fuel_efficiency_km_per_l,fuel_consumption_l,fuel_cost_inr,toll_cost_inr,transportation_cost_inr,estimated_delay_cost_inr,estimated_co2_kg,co2_per_km_kg,co2_per_order_kg,data_provenance
test,2018-09-29 00:41:37.726771,thanos::sroute:db0f8027-8ade-4411-9aff-b26adaae3993,Carting,trip-153818169772651050,IND785690AAB,Sonari_Central_DPP_1 (Assam),IND785682AAA,Sivasagar_Babupaty_D (Assam),2018-09-29 04:09:50.737900,2018-09-29 07:26:31.904261,196.0,False,38,2018-09-29 04:39:55,38.836218624880864,141.0,34.0,46.2565,4.147058823529412,6.0,1.0,2.2074000000000003,6.0,Delhivery,DLV-WAI-00001,2018-09-29,2018-09-29,2018-09-29 05:43:50,2018-09-29,Delayed,1,47.0,Apparel,SELLER-044,Sivasagar_Babupaty_D,Assam,1381.13,167.9,Road,Delhivery,IND785690AAB_IND785682AAA,IND785690AAB,LCV,2500,1686.2,62.69,3,1.567,2.35,107.0,314.71,-16.04,24.11,1,0,0,Medium,Clear,82.24,18.83,58.32,7.26,5.414,513.68,41.25,929.16,411.68,14.51,0.36904,14.51,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-30 02:15:31.485797,thanos::sroute:4cbbbb1f-cc23-4664-8360-5a14f337ef91,Carting,trip-153827373148555770,IND362001AAA,Junagadh_DPC (Gujarat),IND360575AAA,Porbandar_DC (Gujarat),2018-09-30 02:15:31.485797,2018-09-30 06:19:39.610580,244.0,True,36,2018-09-30 05:41:52,37.22733275975944,37.0,28.0,40.423199999999994,1.3214285714285714,10.0,8.0,11.594100000000001,1.25,Delhivery,DLV-WAI-02750,2018-09-30,2018-09-30,2018-09-30 03:43:31,2018-09-30,On Time,0,0.0,Sports & Fitness,SELLER-039,Porbandar_DC,Gujarat,2032.59,162.75,Road,Delhivery,IND362001AAA_IND360575AAA,IND362001AAA,Mini Truck,5000,1567.4,43.7,3,1.467,0.617,9.0,32.14,-7.91,75.68,1,0,0,Medium,Rain,57.09,19.45,211.21,6.0,6.205,588.52,63.96,1065.65,215.41,16.628,0.44667,16.628,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-25 21:27:27.147353,thanos::sroute:e387b964-5c3a-49b4-95b9-991f29622a26,Carting,trip-153791084714708100,IND742148AAA,Lalgola_KrsprDPP_D (West Bengal),IND742225AAA,Ragunthgnj_GopalDPP_D (West Bengal),2018-09-26 01:16:31.623538,2018-09-26 02:24:36.673435,68.0,True,9,2018-09-26 01:49:54,10.400036757493528,18.0,7.0,10.5095,2.5714285714285716,18.0,7.0,10.5095,2.5714285714285716,Delhivery,DLV-WAI-02751,2018-09-25,2018-09-26,2018-09-26 02:23:31,2018-09-26,On Time,0,0.0,Electronics,SELLER-147,Ragunthgnj_GopalDPP_D,West Bengal,3387.91,89.74,Road,Delhivery,IND742148AAA_IND742225AAA,IND742148AAA,LCV,2500,681.0,36.9,2,1.117,0.3,11.0,157.14,-1.04,38.89,0,0,0,Medium,Heavy Rain,82.83,21.45,55.97,7.5,1.387,125.16,14.32,507.4,245.61,3.716,0.35733,3.716,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-21 17:15:42.300167,thanos::sroute:cc312d3e-b247-49cc-845d-d1958cfd5ab5,Carting,trip-153755014229993190,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),2018-09-21 17:15:42.300167,2018-09-21 20:05:33.049461,169.0,True,27,2018-09-21 18:13:23,27.8164198317512,63.0,39.0,38.4275,1.6153846153846154,19.0,12.0,11.7058,1.5833333333333333,Delhivery,DLV-WAI-02752,2018-09-21,2018-09-21,2018-09-21 18:54:42,2018-09-21,On Time,0,0.0,Toys,SELLER-002,Bengaluru_Bomsndra_HB,Karnataka,6644.96,146.66,Road,Delhivery,IND560300AAA_IND560099AAB,IND560300AAA,Mini Truck,5000,2904.5,54.36,3,1.65,1.05,24.0,61.54,-27.61,61.9,0,0,0,Medium,Clear,81.15,16.96,109.86,5.93,5.504,516.35,45.28,942.37,289.6,14.75,0.45158,14.75,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-10-03 23:40:03.688255,thanos::sroute:f7b54136-5ef6-4109-9611-0fa63d90b256,Carting,trip-153861000368799530,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND140901AAA,Chandigarh_Mullanpr_DC (Chandigarh),2018-10-03 23:40:03.688255,2018-10-04 02:39:26.621017,179.0,True,27,2018-10-04 01:54:06,27.4319748361797,44.0,30.0,34.7452,1.4666666666666666,10.0,12.0,9.985700000000001,0.8333333333333334,Delhivery,DLV-WAI-02753,2018-10-03,2018-10-03,2018-10-04 01:10:03,2018-10-04,On Time,0,0.0,Sports & Fitness,SELLER-070,Chandigarh_Mullanpr_DC,Chandigarh,4640.27,184.36,Road,Delhivery,IND160002AAC_IND140901AAA,IND160002AAC,Mini Truck,5000,3631.2,76.07,2,1.5,0.733,14.0,46.67,-21.05,68.18,0,0,1,Medium,Cloudy,83.29,15.84,141.02,5.61,5.265,487.69,40.46,889.63,263.55,14.111,0.47781,14.111,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-29 19:42:11.550452,thanos::sroute:69409580-4bf0-4bbf-96fe-9e7bc6582a27,FTL,trip-153825013155019640,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-29 23:17:42.478635,2018-10-01 09:08:35.067477,2030.0,True,968,2018-09-30 05:55:58,968.1113137049057,1622.0,876.0,1188.8632,1.8515981735159817,28.0,18.0,23.266599999999997,1.5555555555555556,Delhivery,DLV-WAI-02754,2018-09-29,2018-09-29,2018-09-30 14:53:42,2018-10-01,Delayed,1,686.0,Beauty & Personal Care,SELLER-132,Pune_Tathawde_H,Maharashtra,2823.91,3591.14,Road,Delhivery,IND000000ACB_IND411033AAA,IND000000ACB,Heavy Truck,20000,8732.3,43.76,17,15.6,27.033,746.0,85.16,-18.57,54.01,1,0,0,High,Rain,89.73,120.66,411.89,3.5,288.724,26688.68,788.84,30428.22,1508.58,773.78,0.76571,773.78,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-21 18:56:02.689027,thanos::sroute:85582793-a37e-4faf-820a-ae6cf4a53c42,FTL,trip-153755616268876438,IND302014AAA,Jaipur_Hub (Rajasthan),IND313001AAB,Udaipur_Mangri_I (Rajasthan),2018-09-21 18:56:02.689027,2018-09-22 09:53:09.043360,897.0,True,66,2018-09-22 08:21:22,66.72097235684996,90.0,55.0,77.2553,1.6363636363636365,27.0,18.0,25.7314,1.5,Delhivery,DLV-WAI-02755,2018-09-21,2018-09-21,2018-09-21 20:51:02,2018-09-21,On Time,0,0.0,Apparel,SELLER-075,Udaipur_Mangri_I,Rajasthan,1215.62,277.59,Road,Delhivery,IND302014AAA_IND313001AAB,IND302014AAA,Heavy Truck,20000,6777.6,35,2,1.917,1.5,35.0,63.64,-13.64,61.11,0,0,0,Medium,Clear,73.22,15.92,814.84,3.5,19.063,1755.78,100.23,2407.8,247.54,51.089,0.76571,51.089,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-10-01 16:49:44.883279,thanos::sroute:5dd1132a-b8a0-4b55-9df1-08937607bb65,Carting,trip-153841258488302836,IND400072AAB,Mumbai Hub (Maharashtra),IND000000AFT,Mumbai_Sanpada_I (Maharashtra),2018-10-01 16:49:44.883279,2018-10-01 19:08:07.483879,138.0,False,13,2018-10-01 17:57:54,13.267629358111204,48.0,19.0,22.6176,2.526315789473684,25.0,9.0,10.2885,2.7777777777777777,Delhivery,DLV-WAI-02756,2018-10-01,2018-10-01,2018-10-01 18:08:44,2018-10-01,On Time,0,0.0,Grocery,SELLER-075,Mumbai_Sanpada_I,Maharashtra,504.71,141.38,Road,Delhivery,IND400072AAB_IND000000AFT,IND400072AAB,LCV,2500,569.8,35,2,1.317,0.8,29.0,152.63,-41.34,39.58,0,0,1,Medium,Rain,75.12,8.56,94.0,7.5,2.563,230.07,18.44,541.83,245.58,6.87,0.35733,6.87,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-28 14:28:31.104107,thanos::sroute:cfc2828c-9414-4158-9762-305d4228b135,Carting,trip-153814491110385500,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND560078AAC,BLR_JPNagar_Pc (Karnataka),2018-09-28 14:28:31.104107,2018-09-28 16:56:51.870858,148.0,True,18,2018-09-28 16:29:42,19.383564181509264,23.0,26,28.0299,0.8846153846153846,8.0,16.0,17.3,0.5,Delhivery,DLV-WAI-02757,2018-09-28,2018-09-28,2018-09-28 15:54:31,2018-09-28,On Time,0,0.0,Grocery,SELLER-126,BLR_JPNagar_Pc,Karnataka,2349.03,118.12,Road,Delhivery,IND562132AAA_IND560078AAC,IND562132AAA,Mini Truck,5000,3918.2,81.5,2,1.433,0.383,-3.0,-11.54,-30.85,113.04,0,0,0,Medium,Rain,81.6,10.41,130.73,5.53,4.31,397.03,33.03,959.53,0,11.552,0.48485,11.552,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-16 11:19:20.937460,thanos::sroute:b477304b-9c16-43f9-8231-14c9a0c55f4a,FTL,trip-153709676093721025,IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),IND110037AAM,Delhi_Airport_H (Delhi),2018-09-16 11:19:20.937460,2018-09-17 00:39:54.721828,800.0,True,132,2018-09-16 20:05:55,133.44658902437504,209.0,118,159.343,1.771186440677966,26.0,17.0,25.2248,1.5294117647058822,Delhivery,DLV-WAI-02758,2018-09-16,2018-09-16,2018-09-16 14:17:20,2018-09-16,Delayed,1,31.0,Sports & Fitness,SELLER-044,Delhi_Airport_H,Delhi,1282.97,661.46,Road,Delhivery,IND209304AAA_IND110037AAM,IND209304AAA,Truck,12000,2364.2,35,4,2.967,3.483,91.0,77.12,-16.25,56.46,1,1,0,Medium,Clear,53.45,16.25,598.75,4.5,30.098,2751.13,221.64,3991.69,390.53,80.663,0.59556,80.663,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-27 23:14:48.027233,thanos::sroute:a38c33f3-b21b-4491-adaa-e4c52926144e,FTL,trip-153809008802696701,IND246725AAB,Chandpur_NorprRD_D (Uttar Pradesh),IND246701AAA,Bijnor_NaginaRd_D (Uttar Pradesh),2018-09-28 02:22:19.936570,2018-09-28 03:24:11.608626,61.0,False,28,2018-09-28 02:29:42,28.691593751989046,45.0,34.0,36.7217,1.3235294117647058,9.0,6.0,6.849600000000001,1.5,Delhivery,DLV-WAI-02759,2018-09-27,2018-09-28,2018-09-28 03:56:19,2018-09-28,On Time,0,0.0,Books,SELLER-104,Bijnor_NaginaRd_D,Uttar Pradesh,1139.04,264.68,Road,Delhivery,IND246725AAB_IND246701AAA,IND246725AAB,Truck,12000,6813.1,65.32,2,1.567,0.75,11.0,32.35,-21.87,75.56,0,0,0,Low,Rain,75.19,0.0,20.98,4.33,7.213,684.73,49.31,1204.27,209.37,19.33,0.61927,19.33,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-26 21:34:48.228158,thanos::sroute:16f438c4-c258-4955-8358-bdb1e256f1dc,FTL,trip-153799768822777167,IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-26 21:34:48.228158,2018-09-29 03:55:53.166994,3261.0,True,440,2018-09-28 13:08:49,441.22910640177923,873.0,385.0,541.407,2.2675324675324675,54.0,83.0,97.1025,0.6506024096385542,Delhivery,DLV-WAI-02760,2018-09-26,2018-09-26,2018-09-27 04:59:48,2018-09-27,Delayed,1,428.0,Electronics,SELLER-056,Kolkata_Dankuni_HB,West Bengal,3377.75,1778.43,Road,Delhivery,IND421302AAG_IND712311AAA,IND421302AAG,Truck,12000,6311.4,39.66,7,7.417,14.55,488.0,126.75,-18.5,44.1,0,0,0,Medium,Rain,62.77,84.46,2391.21,4.5,102.266,9400.0,705.69,12038.6,900.97,274.072,0.59556,274.072,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-10-01 19:30:54.020485,thanos::sroute:732b5b0c-888e-4f57-accf-987c92363ba2,FTL,trip-153842225402011182,IND313001AAB,Udaipur_Mangri_I (Rajasthan),IND382430AAB,Ahmedabad_East_H_1 (Gujarat),2018-10-02 08:35:20.668162,2018-10-02 17:08:18.456407,512.0,True,154,2018-10-02 11:46:12,154.76244058211384,316.0,129.0,182.9919,2.449612403100775,40.0,18.0,26.003400000000003,2.2222222222222223,Delhivery,DLV-WAI-02761,2018-10-01,2018-10-02,2018-10-02 11:44:20,2018-10-02,Delayed,1,127.0,Electronics,SELLER-039,Ahmedabad_East_H_1,Gujarat,2080.85,585.06,Road,Delhivery,IND313001AAB_IND382430AAB,IND313001AAB,Truck,12000,9588.9,81.42,4,3.15,5.267,187.0,144.96,-15.43,40.82,0,0,1,Medium,Cloudy,89.09,37.67,200.97,4.15,37.512,3434.32,220.23,4408.92,599.15,100.531,0.64633,100.531,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-12 20:49:42.729414,thanos::sroute:55f92e5f-4e98-4f2c-944d-98aceb61525b,FTL,trip-153678538272904717,IND852139AAB,Triveninganj_Central_D_1 (Bihar),IND854326AAB,Purnia_Central_H_2 (Bihar),2018-09-13 06:38:34.162660,2018-09-13 13:03:29.166370,384.0,False,75,2018-09-13 08:03:33,75.09187502600172,291.0,75.0,106.70530000000001,3.88,7.0,4.0,6.8163,1.75,Delhivery,DLV-WAI-02762,2018-09-12,2018-09-13,2018-09-13 08:53:34,2018-09-13,Delayed,1,156.0,Electronics,SELLER-129,Purnia_Central_H_2,Bihar,3937.64,404.88,Road,Delhivery,IND852139AAB_IND854326AAB,IND852139AAB,Heavy Truck,20000,4878.8,35,3,2.25,4.85,216.0,288.0,-29.63,25.77,0,0,0,Medium,Clear,68.31,33.83,95.4,3.5,25.914,2352.71,161.33,2998.8,617.46,69.45,0.76571,69.45,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-13 20:26:52.729691,thanos::sroute:9da2d540-f140-48b9-8c93-ea59aa45e712,FTL,trip-153687041272940257,IND847226AAA,Jaynagar_Wardno6_D (Bihar),IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),2018-09-14 02:52:14.268271,2018-09-14 16:03:35.296076,791.0,True,22,2018-09-14 15:19:23,29.25408041073569,41.0,27.0,39.2787,1.5185185185185186,41.0,27.0,39.2787,1.5185185185185186,Delhivery,DLV-WAI-02763,2018-09-13,2018-09-14,2018-09-14 04:19:14,2018-09-14,On Time,0,0.0,Electronics,SELLER-145,Muzaffrpur_Bbganj_I,Bihar,5307.54,238.81,Road,Delhivery,IND847226AAA_IND842001AAA,IND847226AAA,Truck,12000,8879.6,71.32,2,1.45,0.683,14.0,51.85,-25.52,65.85,0,0,0,Low,Rain,80.76,7.05,757.28,4.26,7.837,749.57,43.75,1246.5,267.02,21.003,0.62908,21.003,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-15 23:57:43.422492,thanos::sroute:4c574fe6-e7f9-4890-bdfe-1e3ed60867c9,Carting,trip-153705587367386523,IND400701AAA,Mumbai_Ghansoli_DC (Maharashtra),IND410206AAA,Jasai_JNPT_D (Maharashtra),2018-09-16 01:36:34.429445,2018-09-16 02:29:50.630676,53.0,True,9,2018-09-16 01:59:56,10.466781913476277,24.0,10.0,13.617899999999999,2.4,24.0,10.0,13.617899999999999,2.4,Delhivery,DLV-WAI-02764,2018-09-15,2018-09-16,2018-09-16 02:46:34,2018-09-16,On Time,0,0.0,Sports & Fitness,SELLER-090,Jasai_JNPT_D,Maharashtra,6036.92,107.32,Road,Delhivery,IND400701AAA_IND410206AAA,IND400701AAA,Mini Truck,5000,3634.2,70.57,2,1.167,0.4,14.0,140.0,-23.14,41.67,1,0,0,Medium,Cloudy,75.4,16.59,29.54,5.69,2.034,193.78,9.8,541.91,278.27,5.451,0.47089,5.451,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-20 03:55:08.466967,thanos::sroute:9ded028c-c5e5-48f8-90f4-1669fef15db0,FTL,trip-153741570846660098,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND533106AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),2018-09-20 03:55:08.466967,2018-09-20 16:21:38.638345,746.0,True,66,2018-09-20 13:31:17,66.81735296941928,164.0,55.0,77.38380000000001,2.981818181818182,42.0,16.0,23.319,2.625,Delhivery,DLV-WAI-02765,2018-09-20,2018-09-20,2018-09-20 05:50:08,2018-09-20,Delayed,1,49.0,Other,SELLER-035,Rajamundry_AtoNgrRd_I,Andhra Pradesh,665.6,384.43,Road,Delhivery,IND501359AAE_IND533106AAA,IND501359AAE,Trailer,30000,20044.4,62.02,2,1.917,2.733,109.0,198.18,-13.65,33.54,0,0,0,Low,Cloudy,46.68,30.77,583.25,2.72,24.602,2313.48,106.65,2890.5,378.72,65.934,0.98679,65.934,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-22 04:55:04.835022,thanos::sroute:96a80600-40e1-436b-9161-fa68f9e4b0d6,FTL,trip-153759210483476123,IND854326AAB,Purnia_Central_H_2 (Bihar),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-09-23 19:48:12.393968,2018-09-25 08:58:28.098151,2230.0,True,286,2018-09-25 00:31:22,286.62133685822545,494.0,241.0,329.58209999999997,2.0497925311203318,23.0,14.0,21.2155,1.6428571428571428,Delhivery,DLV-WAI-02766,2018-09-22,2018-09-23,2018-09-24 00:49:12,2018-09-24,Delayed,1,193.0,Books,SELLER-008,Gurgaon_Bilaspur_HB,Haryana,2132.04,1013.02,Road,Delhivery,IND854326AAB_IND000000ACB,IND854326AAB,Heavy Truck,20000,11561.6,49.57,5,5.017,8.233,253.0,104.98,-13.03,48.79,1,0,0,Medium,Clear,84.77,49.87,1741.6,3.5,81.892,7795.96,328.67,9780.02,700.57,219.47,0.76571,219.47,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-09-29 02:05:43.022787,thanos::sroute:4cbbbb1f-cc23-4664-8360-5a14f337ef91,Carting,trip-153818674302253076,IND362001AAA,Junagadh_DPC (Gujarat),IND360575AAA,Porbandar_DC (Gujarat),2018-09-29 02:05:43.022787,2018-09-29 04:42:21.875391,156.0,True,54,2018-09-29 03:27:54,54.550750817289575,72.0,53.0,67.8981,1.3584905660377358,14.0,11.0,12.382100000000001,1.2727272727272727,Delhivery,DLV-WAI-02767,2018-09-29,2018-09-29,2018-09-29 03:58:43,2018-09-29,On Time,0,0.0,Apparel,SELLER-014,Porbandar_DC,Gujarat,1684.19,326.85,Road,Delhivery,IND362001AAA_IND360575AAA,IND362001AAA,Mini Truck,5000,1565.6,35.57,4,1.883,1.2,19.0,35.85,-19.66,73.61,1,0,0,Medium,Rain,59.04,20.24,89.79,6.0,9.619,893.63,95.04,1456.74,226.75,25.779,0.44667,25.779,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-20 23:14:34.243699,thanos::sroute:c5f2ba2c-8486-4940-8af6-d1d2a6a37a00,Carting,trip-153748527424343181,IND627657AAA,Thisayanvilai_UdnkdiRD_D (Tamil Nadu),IND628613AAA,Peikulam_SriVnktpm_D (Tamil Nadu),2018-09-21 02:58:00.957144,2018-09-21 03:48:41.695022,50.0,False,19,2018-09-21 03:07:20,19.583852643246843,40.0,36.0,28.9023,1.1111111111111112,4.0,3.0,2.0421,1.3333333333333333,Delhivery,DLV-WAI-02768,2018-09-20,2018-09-21,2018-09-21 04:34:00,2018-09-21,On Time,0,0.0,Grocery,SELLER-083,Peikulam_SriVnktpm_D,Tamil Nadu,7883.91,123.98,Road,Delhivery,IND627657AAA_IND628613AAA,IND627657AAA,Mini Truck,5000,3336.3,74.33,3,1.6,0.667,4.0,11.11,-32.24,90.0,0,0,0,Medium,Clear,70.08,8.29,15.96,5.64,4.36,407.59,43.17,785.11,0,11.684,0.47559,11.684,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
test,2018-10-03 03:18:36.007292,thanos::sroute:60ae97de-9d0c-4dd5-a043-e94026ad20fc,FTL,trip-153853671600705213,IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),2018-10-03 03:18:36.007292,2018-10-03 14:13:08.852634,654.0,True,198,2018-10-03 08:18:15,198.1215983989022,353.0,180.0,236.0797,1.961111111111111,26.0,15.0,22.0909,1.7333333333333334,Delhivery,DLV-WAI-02769,2018-10-03,2018-10-03,2018-10-03 07:18:36,2018-10-03,Delayed,1,113.0,Apparel,SELLER-067,Gurgaon_Bilaspur_HB,Haryana,4374.73,859.1,Road,Delhivery,IND160002AAC_IND000000ACB,IND160002AAC,Trailer,30000,20861.5,68.59,4,4.0,5.883,173.0,96.11,-16.08,50.99,0,0,1,Medium,Clear,96.42,36.99,303.19,2.67,75.161,6848.09,295.27,8064.44,525.05,201.431,1.0038,201.431,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-14 19:49:07.217330,thanos::sroute:bcce7b68-e962-4a29-af24-167e3e926d04,FTL,trip-153695454721702237,IND781018AAB,Guwahati_Hub (Assam),IND110037AAM,Delhi_Airport_H (Delhi),2018-09-14 19:49:07.217330,2018-09-17 09:04:27.000339,3675.0,True,176,2018-09-17 01:41:19,176.36468343800695,386.0,177.0,232.9315,2.1807909604519775,42.0,22.0,32.480599999999995,1.9090909090909092,Delhivery,DLV-WAI-02770,2018-09-14,2018-09-14,2018-09-14 23:46:07,2018-09-15,Delayed,1,149.0,Electronics,SELLER-074,Delhi_Airport_H,Delhi,2018.42,680.65,Road,Delhivery,IND781018AAB_IND110037AAM,IND781018AAB,Trailer,30000,13924.8,42.93,4,3.95,6.433,209.0,118.08,-24.28,45.85,0,1,0,Medium,Clear,65.84,41.95,3295.0,2.8,70.711,6435.84,147.63,7611.32,662.18,189.506,0.95714,189.506,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-15 23:10:22.830629,thanos::sroute:54a7c356-361d-4e74-9ee7-d420c3712de6,FTL,trip-153705302283040335,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND302014AAA,Jaipur_Hub (Rajasthan),2018-09-15 23:10:22.830629,2018-09-18 00:51:10.318294,2980.0,True,638,2018-09-17 05:27:21,641.366601568868,1161.0,581.0,785.3129,1.9982788296041307,27.0,18.0,25.859099999999998,1.5,Delhivery,DLV-WAI-02771,2018-09-15,2018-09-15,2018-09-16 09:51:22,2018-09-16,Delayed,1,520.0,Other,SELLER-143,Jaipur_Hub,Rajasthan,1107.17,2454.92,Road,Delhivery,IND562132AAA_IND302014AAA,IND562132AAA,Trailer,30000,14968.6,46.49,10,10.683,19.35,580.0,99.83,-18.33,50.04,1,0,0,Medium,Clear,84.77,97.66,1826.91,2.8,238.399,21011.42,711.03,25424.66,1003.42,638.908,0.95714,638.908,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
training,2018-09-15 02:53:38.144239,thanos::sroute:c26e777d-784f-4806-9c66-7adeb9c08248,Carting,trip-153698001814396526,IND700028AAB,CCU_DumDum_DPC (West Bengal),IND712311AAA,Kolkata_Dankuni_HB (West Bengal),2018-09-15 02:53:38.144239,2018-09-15 04:22:36.725531,88.0,False,15,2018-09-15 03:07:22,15.576978885192737,36.0,19.0,23.2265,1.894736842105263,18.0,10.0,11.4562,1.8,Delhivery,DLV-WAI-02772,2018-09-15,2018-09-15,2018-09-15 04:12:38,2018-09-15,On Time,0,0.0,Grocery,SELLER-109,Kolkata_Dankuni_HB,West Bengal,3925.31,113.63,Road,Delhivery,IND700028AAB_IND712311AAA,IND700028AAB,Mini Truck,5000,1759.4,40.69,2,1.317,0.6,17.0,89.47,-32.93,52.78,1,0,0,Low,Clear,69.72,9.05,57.96,6.0,3.29,291.64,35.52,784.51,267.62,8.818,0.44667,8.818,Original 24 fields: public Delhivery dataset; added fields: synthetic/derived enrichment; service SLA = OSRM time + 60 min; cost/fuel/CO2 fields are assumption-based estimates
